School,ACARA SML ID,year,Locality,Median VCE study score,Percentage of study scores of 40 and over,Percentage of VCE students applying for tertiary places,Percentage of satisfactory VCE completions,ICSEA,School Sector,School Type,Total Enrolments,Latitude,Longitude
Colac Secondary College,45593.0,2015,COLAC,22.0,0.0,39.0,78.0,935.0,Government,Secondary,532.0,-38.35149548,143.59010207
Colac Secondary College,45593.0,2016,COLAC,24.0,1.5,48.0,89.0,937.0,Government,Secondary,519.0,-38.35149548,143.59010207
Colac Secondary College,45593.0,2017,COLAC,23.0,0.0,51.0,98.0,933.0,Government,Secondary,485.0,-38.35149548,143.59010207
Colac Secondary College,45593.0,2018,COLAC,23.0,0.5,26.7,96.0,932.0,Government,Secondary,482.0,-38.35149548,143.59010207
Colac Secondary College,45593.0,2019,COLAC,24.0,1.3,27.5,95.0,935.0,Government,Secondary,482.0,-38.35149548,143.59010207
Colac Secondary College,45593.0,2020,COLAC,24.0,1.1,46.5,88.0,936.0,Government,Secondary,462.0,-38.35149548,143.59010207
Colac Secondary College,45593.0,2021,COLAC,24.0,0.0,38.9,92.0,939.0,Government,Secondary,469.0,-38.35149548,143.59010207
Colac Secondary College,45593.0,2022,COLAC,23.0,0.6,72.2,94.0,932.0,Government,Secondary,475.0,-38.35149548,143.59010207
Colac Secondary College,,2023,COLAC,25.0,,41.5,90.0,,,,,,
Collingwood College,45296.0,2014,COLLINGWOOD,25.0,1.0,60.0,80.0,1061.0,Government,Combined,686.0,-37.802985,144.990497
Collingwood College,45296.0,2015,COLLINGWOOD,26.0,8.4,74.0,89.0,1067.0,Government,Combined,728.0,-37.802985,144.990497
Collingwood College,45296.0,2016,COLLINGWOOD,27.0,4.9,66.0,84.0,1071.0,Government,Combined,809.0,-37.802985,144.990497
Collingwood College,45296.0,2017,COLLINGWOOD,26.0,3.2,79.0,96.0,1065.0,Government,Combined,855.0,-37.802985,144.990497
Collingwood College,45296.0,2018,COLLINGWOOD,27.0,3.0,82.0,96.0,1060.0,Government,Combined,839.0,-37.802985,144.990497
Collingwood College,45296.0,2019,COLLINGWOOD,27.0,7.5,65.6,97.0,1048.0,Government,Combined,847.0,-37.802985,144.990497
Collingwood College,45296.0,2020,COLLINGWOOD,28.0,4.5,85.2,96.0,1041.0,Government,Combined,806.0,-37.802985,144.990497
Collingwood College,45296.0,2021,COLLINGWOOD,27.0,3.8,89.1,98.0,1041.0,Government,Combined,742.0,-37.802985,144.990497
Collingwood College,45296.0,2022,COLLINGWOOD,27.0,2.8,55.7,93.0,1037.0,Government,Combined,730.0,-37.802985,144.990497
Collingwood College,,2023,FITZROY NORTH,26.0,2.2,63.5,98.0,,,,,,
Community College Gippsland,45710.0,2022,WARRAGUL,,,,,1018.0,Catholic,Secondary,762.0,-38.35120596,143.57874347
Community College Gippsland,,2023,WARRAGUL,,,,44.0,,,,,,
Copperfield College,40689.0,2014,DELAHEY,28.0,1.5,93.0,94.0,938.0,Government,Secondary,1829.0,-37.719607,144.772454
Copperfield College,40689.0,2015,DELAHEY,28.0,2.0,97.0,99.0,944.0,Government,Secondary,1919.0,-37.719607,144.772454
Copperfield College,40689.0,2016,DELAHEY,29.0,3.2,93.0,99.0,942.0,Government,Secondary,1974.0,-37.719607,144.772454
Copperfield College,40689.0,2017,DELAHEY,29.0,2.1,94.0,97.0,948.0,Government,Secondary,2023.0,-37.719607,144.772454
Copperfield College,40689.0,2018,DELAHEY,28.0,3.8,89.4,94.0,955.0,Government,Secondary,2170.0,-37.719607,144.772454
Copperfield College,40689.0,2019,DELAHEY,28.0,1.7,80.1,91.0,959.0,Government,Secondary,2198.0,-37.719607,144.772454
Copperfield College,40689.0,2020,DELAHEY,27.0,2.2,87.2,97.0,959.0,Government,Secondary,2232.0,-37.719607,144.772454
Copperfield College,40689.0,2021,DELAHEY,28.0,3.0,86.9,94.0,958.0,Government,Secondary,2148.0,-37.719607,144.772454
Copperfield College,40689.0,2022,DELAHEY,28.0,1.9,80.6,95.0,952.0,Government,Secondary,2036.0,-37.719607,144.772454
Copperfield College,,2023,DELAHEY,27.0,2.7,55.7,94.0,,,,,,
Cornish College,50513.0,2014,BANGHOLME,33.0,25.0,,,,Independent,Combined,426.0,-38.046915,145.149807
Cornish College,50513.0,2015,BANGHOLME,31.0,15.3,100.0,100.0,,Independent,Combined,500.0,-38.046915,145.149807
Cornish College,50513.0,2016,BANGHOLME,29.0,3.6,100.0,100.0,,Independent,Combined,572.0,-38.046915,145.149807
Cornish College,50513.0,2017,BANGHOLME,29.0,4.7,83.0,100.0,,Independent,Combined,656.0,-38.046915,145.149807
Cornish College,50513.0,2018,BANGHOLME,30.0,7.0,90.4,100.0,1100.0,Independent,Combined,634.0,-38.048641,145.150451
Cornish College,50513.0,2019,BANGHOLME,28.0,2.0,91.9,98.0,1089.0,Independent,Combined,627.0,-38.048641,145.150451
Cornish College,50513.0,2020,BANGHOLME,29.0,5.3,91.9,100.0,1089.0,Independent,Combined,631.0,-38.048641,145.150451
Cornish College,50513.0,2021,BANGHOLME,30.0,3.2,70.9,100.0,1120.0,Independent,Combined,643.0,-38.048641,145.150451
Cornish College,50513.0,2022,BANGHOLME,31.0,4.5,94.5,100.0,1121.0,Independent,Combined,646.0,-38.048641,145.150451
Cornish College,,2023,BANGHOLME,28.0,3.6,85.2,100.0,,,,,,
Corryong College,45576.0,2014,CORRYONG,32.0,9.6,100.0,100.0,997.0,Government,Combined,316.0,-36.192938,147.910757
Corryong College,45576.0,2015,CORRYONG,31.0,13.4,78.0,96.0,984.0,Government,Combined,328.0,-36.192938,147.910757
Corryong College,45576.0,2016,CORRYONG,32.0,11.0,78.0,100.0,992.0,Government,Combined,321.0,-36.192938,147.910757
Corryong College,45576.0,2017,CORRYONG,29.0,2.2,65.0,100.0,980.0,Government,Combined,330.0,-36.192938,147.910757
Corryong College,45576.0,2018,CORRYONG,28.0,2.5,63.6,100.0,979.0,Government,Combined,326.0,-36.192938,147.910757
Corryong College,45576.0,2019,CORRYONG,30.0,7.5,68.8,100.0,981.0,Government,Combined,313.0,-36.192938,147.910757
Corryong College,45576.0,2020,CORRYONG,31.0,9.2,29.4,88.0,986.0,Government,Combined,279.0,-36.192938,147.910757
Corryong College,45576.0,2021,CORRYONG,31.0,10.0,46.7,100.0,982.0,Government,Combined,286.0,-36.192938,147.910757
Corryong College,45576.0,2022,CORRYONG,34.0,16.3,23.1,100.0,979.0,Government,Combined,290.0,-36.192938,147.910757
Corryong College,,2023,CORRYONG,34.0,15.4,50.0,100.0,,,,,,
Covenant College,46257.0,2014,BELL POST HILL,30.0,8.3,68.0,100.0,1056.0,Independent,Combined,492.0,-38.0976,144.318015
Covenant College,46257.0,2015,BELL POST HILL,30.0,7.2,68.0,93.0,1058.0,Independent,Combined,529.0,-38.0976,144.318015
Covenant College,46257.0,2016,BELL POST HILL,28.0,5.4,64.0,100.0,1051.0,Independent,Combined,564.0,-38.0976,144.318015
Covenant College,46257.0,2017,BELL POST HILL,31.0,7.5,74.0,100.0,1055.0,Independent,Combined,609.0,-38.0976,144.318015
Covenant College,46257.0,2018,BELL POST HILL,31.0,9.5,85.7,96.0,1054.0,Independent,Combined,639.0,-38.0976,144.318015
Covenant College,46257.0,2019,BELL POST HILL,30.0,9.5,81.1,100.0,1050.0,Independent,Combined,681.0,-38.0976,144.318015
Covenant College,46257.0,2020,BELL POST HILL,30.0,8.0,74.3,100.0,1050.0,Independent,Combined,687.0,-38.0976,144.318015
Covenant College,46257.0,2021,BELL POST HILL,30.0,9.6,75.0,100.0,1053.0,Independent,Combined,702.0,-38.0976,144.318015
Covenant College,46257.0,2022,BELL POST HILL,28.0,6.4,70.3,100.0,1060.0,Independent,Combined,688.0,-38.0976,144.318015
Covenant College,,2023,BELL POST HILL,28.0,1.1,62.2,96.0,,,,,,
Craigieburn Secondary College,45496.0,2014,CRAIGIEBURN,25.0,1.0,78.0,97.0,935.0,Government,Secondary,793.0,-37.60861754,144.93558169
Craigieburn Secondary College,45496.0,2015,CRAIGIEBURN,24.0,0.5,73.0,96.0,936.0,Government,Secondary,771.0,-37.60861754,144.93558169
Craigieburn Secondary College,45496.0,2016,CRAIGIEBURN,24.0,1.8,84.0,98.0,936.0,Government,Secondary,811.0,-37.60861754,144.93558169
Craigieburn Secondary College,45496.0,2017,CRAIGIEBURN,26.0,1.9,81.0,94.0,925.0,Government,Secondary,903.0,-37.60861754,144.93558169
Craigieburn Secondary College,45496.0,2018,CRAIGIEBURN,24.0,0.4,86.4,98.0,927.0,Government,Secondary,1018.0,-37.60861754,144.93558169
Craigieburn Secondary College,45496.0,2019,CRAIGIEBURN,23.0,1.5,83.3,94.0,939.0,Government,Secondary,1083.0,-37.60861754,144.93558169
Craigieburn Secondary College,45496.0,2020,CRAIGIEBURN,22.0,1.1,78.3,96.0,938.0,Government,Secondary,1151.0,-37.60861754,144.93558169
Craigieburn Secondary College,45496.0,2021,CRAIGIEBURN,22.0,1.4,59.8,96.0,934.0,Government,Secondary,1185.0,-37.60861754,144.93558169
Craigieburn Secondary College,45496.0,2022,CRAIGIEBURN,22.0,0.0,79.8,98.0,925.0,Government,Secondary,1098.0,-37.60861754,144.93558169
Craigieburn Secondary College,,2023,CRAIGIEBURN,21.0,0.2,68.2,95.0,,,,,,
Cranbourne East Sec College,50278.0,2014,CRANBOURNE EAST,,,,,977.0,Government,Secondary,810.0,-38.104873,145.306032
Cranbourne East Sec College,50278.0,2015,CRANBOURNE EAST,26.0,3.2,,,976.0,Government,Secondary,994.0,-38.104873,145.306032
Cranbourne East Sec College,50278.0,2016,CRANBOURNE EAST,27.0,0.7,88.0,97.0,982.0,Government,Secondary,1089.0,-38.104873,145.306032
Cranbourne East Sec College,50278.0,2017,CRANBOURNE EAST,28.0,2.9,76.0,93.0,978.0,Government,Secondary,1161.0,-38.104873,145.306032
Cranbourne East Sec College,50278.0,2018,CRANBOURNE EAST,29.0,2.7,78.4,93.0,985.0,Government,Secondary,1180.0,-38.104873,145.306032
Cranbourne East Sec College,50278.0,2019,CRANBOURNE EAST,30.0,2.1,96.9,97.0,984.0,Government,Secondary,1319.0,-38.104873,145.306032
Cranbourne East Sec College,50278.0,2020,CRANBOURNE EAST,31.0,8.3,94.1,100.0,982.0,Government,Secondary,1539.0,-38.104873,145.306032
Cranbourne East Sec College,50278.0,2021,CRANBOURNE EAST,32.0,9.4,97.4,99.0,977.0,Government,Secondary,1702.0,-38.104873,145.306032
Cranbourne East Sec College,50278.0,2022,CRANBOURNE EAST,33.0,10.6,97.7,100.0,976.0,Government,Secondary,1829.0,-38.104873,145.306032
Cranbourne East Sec College,,2023,CRANBOURNE EAST,33.0,9.5,52.3,98.0,,,,,,
Cranbourne Secondary College,45372.0,2014,CRANBOURNE,27.0,1.1,80.0,99.0,945.0,Government,Secondary,1340.0,-38.108126,145.286641
Cranbourne Secondary College,45372.0,2015,CRANBOURNE,27.0,2.3,86.0,97.0,946.0,Government,Secondary,1365.0,-38.108126,145.286641
Cranbourne Secondary College,45372.0,2016,CRANBOURNE,27.0,2.7,79.0,95.0,937.0,Government,Secondary,1359.0,-38.108126,145.286641
Cranbourne Secondary College,45372.0,2017,CRANBOURNE,28.0,3.4,79.0,99.0,934.0,Government,Secondary,1270.0,-38.108126,145.286641
Cranbourne Secondary College,45372.0,2018,CRANBOURNE,27.0,1.8,83.3,90.0,942.0,Government,Secondary,1321.0,-38.108126,145.286641
Cranbourne Secondary College,45372.0,2019,CRANBOURNE,27.0,1.5,97.4,100.0,938.0,Government,Secondary,1350.0,-38.108126,145.286641
Cranbourne Secondary College,45372.0,2020,CRANBOURNE,28.0,2.9,89.0,99.0,933.0,Government,Secondary,1428.0,-38.108126,145.286641
Cranbourne Secondary College,45372.0,2021,CRANBOURNE,25.0,0.7,80.0,99.0,930.0,Government,Secondary,1357.0,-38.108126,145.286641
Cranbourne Secondary College,45372.0,2022,CRANBOURNE,26.0,0.9,92.5,99.0,918.0,Government,Secondary,1272.0,-38.108126,145.286641
Cranbourne Secondary College,,2023,CRANBOURNE,25.0,0.2,54.4,92.0,,,,,,
Croydon Community School,45374.0,2014,CROYDON,,,,,708.0,Government,Secondary,110.0,-37.798422,145.278928
Croydon Community School,45374.0,2015,CROYDON,,,,,938.0,Government,Secondary,118.0,-37.798422,145.278928
Croydon Community School,45374.0,2016,CROYDON,,,,,937.0,Government,Secondary,125.0,-37.798422,145.278928
Croydon Community School,45374.0,2017,CROYDON,,,,,919.0,Government,Secondary,123.0,-37.798422,145.278928
Croydon Community School,45374.0,2018,CROYDON,,,,,933.0,Government,Secondary,133.0,-37.798422,145.278928
Croydon Community School,45374.0,2019,CROYDON,,,,,936.0,Government,Secondary,144.0,-37.798422,145.278928
Croydon Community School,45374.0,2020,CROYDON,,,,,940.0,Government,Secondary,146.0,-37.798422,145.278928
Croydon Community School,45374.0,2021,CROYDON,,,,,935.0,Government,Secondary,131.0,-37.7893876,145.2807261
Croydon Community School,45374.0,2022,CROYDON,,,,,936.0,Government,Secondary,117.0,-37.7893876,145.2807261
Croydon Community School,,2023,CROYDON,,,,75.0,,,,,,
Crusoe 7-10 Secondary College,45333.0,2021,KANGAROO FLAT,,,,,965.0,Government,Secondary,811.0,-36.79075,144.234183
Crusoe 7-10 Secondary College,45333.0,2022,KANGAROO FLAT,,,,,961.0,Government,Secondary,856.0,-36.79075,144.234183
Crusoe 7-10 Secondary College,,2023,KANGAROO FLAT,,,,,,,,,,
Damascus College,45679.0,2014,MOUNT CLEAR,27.0,2.7,65.0,98.0,1032.0,Catholic,Secondary,1029.0,-37.611456,143.870347
Damascus College,45679.0,2015,MOUNT CLEAR,28.0,3.6,70.0,100.0,1039.0,Catholic,Secondary,990.0,-37.611456,143.870347
Damascus College,45679.0,2016,MOUNT CLEAR,28.0,3.0,69.0,100.0,1038.0,Catholic,Secondary,1029.0,-37.611456,143.870347
Damascus College,45679.0,2017,MOUNT CLEAR,28.0,5.7,73.0,100.0,1040.0,Catholic,Secondary,1042.0,-37.611456,143.870347
Damascus College,45679.0,2018,MOUNT CLEAR,27.0,5.9,72.9,98.0,1046.0,Catholic,Secondary,1061.0,-37.611456,143.870347
Damascus College,45679.0,2019,MOUNT CLEAR,28.0,3.7,70.8,98.0,1049.0,Catholic,Secondary,1085.0,-37.611456,143.870347
Damascus College,45679.0,2020,MOUNT CLEAR,28.0,2.9,77.7,99.0,1051.0,Catholic,Secondary,1117.0,-37.611456,143.870347
Damascus College,45679.0,2021,MOUNT CLEAR,28.0,3.0,76.0,99.0,1052.0,Catholic,Secondary,1143.0,-37.611456,143.870347
Damascus College,45679.0,2022,MOUNT CLEAR,28.0,3.7,80.0,98.0,1052.0,Catholic,Secondary,1140.0,-37.611456,143.870347
Damascus College,,2023,MOUNT CLEAR,28.0,3.8,62.7,99.0,,,,,,
Dandenong High School,45588.0,2014,DANDENONG,25.0,1.0,94.0,98.0,922.0,Government,Secondary,1931.0,-37.979418,145.209011
Dandenong High School,45588.0,2015,DANDENONG,25.0,1.3,91.0,96.0,920.0,Government,Secondary,1920.0,-37.979418,145.209011
Dandenong High School,45588.0,2016,DANDENONG,24.0,0.8,88.0,96.0,910.0,Government,Secondary,1823.0,-37.979418,145.209011
Dandenong High School,45588.0,2017,DANDENONG,24.0,0.5,80.0,94.0,914.0,Government,Secondary,1785.0,-37.979418,145.209011
Dandenong High School,45588.0,2018,DANDENONG,23.0,0.7,90.7,97.0,911.0,Government,Secondary,1751.0,-37.979418,145.209011
Dandenong High School,45588.0,2019,DANDENONG,24.0,0.8,88.5,98.0,909.0,Government,Secondary,1734.0,-37.979418,145.209011
Dandenong High School,45588.0,2020,DANDENONG,24.0,1.6,88.2,97.0,911.0,Government,Secondary,1603.0,-37.979418,145.209011
Dandenong High School,45588.0,2021,DANDENONG,26.0,1.3,78.2,93.0,907.0,Government,Secondary,1555.0,-37.979418,145.209011
Dandenong High School,45588.0,2022,DANDENONG,25.0,0.7,74.8,92.0,895.0,Government,Secondary,1519.0,-37.979418,145.209011
Dandenong High School,,2023,DANDENONG,25.0,1.1,67.3,94.0,,,,,,
Darul Ulum College of Victoria,46345.0,2014,FAWKNER,29.0,2.2,71.0,97.0,,Independent,Combined,950.0,-37.705621,144.971191
Darul Ulum College of Victoria,46345.0,2015,FAWKNER,27.0,1.8,55.0,100.0,,Independent,Combined,943.0,-37.705621,144.971191
Darul Ulum College of Victoria,46345.0,2016,FAWKNER,29.0,2.5,71.0,98.0,,Independent,Combined,1010.0,-37.705621,144.971191
Darul Ulum College of Victoria,46345.0,2017,FAWKNER,27.0,1.3,56.0,94.0,,Independent,Combined,1059.0,-37.705621,144.971191
Darul Ulum College of Victoria,46345.0,2018,FAWKNER,29.0,2.7,73.8,100.0,1062.0,Independent,Combined,1102.0,-37.705621,144.971191
Darul Ulum College of Victoria,46345.0,2019,FAWKNER,31.0,8.2,51.3,100.0,1031.0,Independent,Combined,1130.0,-37.705621,144.971191
Darul Ulum College of Victoria,46345.0,2020,FAWKNER,31.0,14.0,59.1,100.0,1030.0,Independent,Combined,1189.0,-37.705621,144.971191
Darul Ulum College of Victoria,46345.0,2021,FAWKNER,31.0,6.8,67.8,98.0,1026.0,Independent,Combined,1260.0,-37.705621,144.971191
Darul Ulum College of Victoria,46345.0,2022,FAWKNER,32.0,7.9,59.7,100.0,1027.0,Independent,Combined,1321.0,-37.705621,144.971191
Darul Ulum College of Victoria,,2023,FAWKNER,32.0,13.4,53.4,100.0,,,,,,
Daylesford Neighb'hood Centre,45329.0,2014,DAYLESFORD,,,,,989.0,Government,Secondary,462.0,-37.33466597,144.15185097
Daylesford Secondary College,45329.0,2014,DAYLESFORD,25.0,0.5,56.0,90.0,989.0,Government,Secondary,462.0,-37.33466597,144.15185097
Daylesford Secondary College,45329.0,2015,DAYLESFORD,27.0,2.3,75.0,93.0,996.0,Government,Secondary,450.0,-37.33466597,144.15185097
Daylesford Secondary College,45329.0,2016,DAYLESFORD,26.0,4.3,73.0,88.0,994.0,Government,Secondary,470.0,-37.33466597,144.15185097
Daylesford Secondary College,45329.0,2017,DAYLESFORD,26.0,0.5,74.0,98.0,992.0,Government,Secondary,439.0,-37.33466597,144.15185097
Daylesford Secondary College,45329.0,2018,DAYLESFORD,27.0,3.6,69.0,93.0,1003.0,Government,Secondary,441.0,-37.33466597,144.15185097
Daylesford Secondary College,45329.0,2019,DAYLESFORD,26.0,3.2,70.0,95.0,998.0,Government,Secondary,478.0,-37.33466597,144.15185097
Daylesford Secondary College,45329.0,2020,DAYLESFORD,27.0,2.0,60.9,100.0,1003.0,Government,Secondary,485.0,-37.33466597,144.15185097
Daylesford Secondary College,45329.0,2021,DAYLESFORD,29.0,6.7,75.0,91.0,997.0,Government,Secondary,487.0,-37.33466597,144.15185097
Daylesford Secondary College,45329.0,2022,DAYLESFORD,26.0,0.0,61.9,95.0,997.0,Government,Secondary,465.0,-37.33466597,144.15185097
Daylesford Secondary College,,2023,DAYLESFORD,27.0,3.8,42.3,90.0,,,,,,
De La Salle College,45771.0,2014,MALVERN,30.0,6.4,97.0,100.0,1106.0,Catholic,Combined,1142.0,-37.857677,145.032183
De La Salle College,45771.0,2015,MALVERN,30.0,6.7,90.0,99.0,1112.0,Catholic,Combined,1149.0,-37.857677,145.032183
De La Salle College,45771.0,2016,MALVERN,29.0,5.3,93.0,99.0,1108.0,Catholic,Combined,1150.0,-37.857677,145.032183
De La Salle College,45771.0,2017,MALVERN,30.0,6.4,94.0,100.0,1113.0,Catholic,Combined,1121.0,-37.857677,145.032183
De La Salle College,45771.0,2018,MALVERN,32.0,7.2,89.2,99.0,1117.0,Catholic,Combined,1115.0,-37.857677,145.032183
De La Salle College,45771.0,2019,MALVERN,31.0,7.8,96.5,100.0,1114.0,Catholic,Combined,1085.0,-37.857677,145.032183
De La Salle College,45771.0,2020,MALVERN,30.0,8.5,90.8,99.0,1117.0,Catholic,Combined,1042.0,-37.857677,145.032183
De La Salle College,45771.0,2021,MALVERN,31.0,10.3,91.1,100.0,1118.0,Catholic,Combined,1035.0,-37.857677,145.032183
De La Salle College,45771.0,2022,MALVERN,29.0,5.4,85.8,99.0,1126.0,Catholic,Combined,989.0,-37.857677,145.032183
De La Salle College,,2023,MALVERN,31.0,7.5,76.4,100.0,,,,,,
Derrinallum P12 College,45183.0,2014,DERRINALLUM,32.0,0.0,67.0,100.0,993.0,Government,Combined,72.0,-37.939591,143.216741
Derrinallum P12 College,45183.0,2015,DERRINALLUM,29.0,0.0,50.0,100.0,973.0,Government,Combined,74.0,-37.939591,143.216741
Derrinallum P12 College,45183.0,2016,DERRINALLUM,29.0,5.0,25.0,100.0,974.0,Government,Combined,72.0,-37.939591,143.216741
Derrinallum P12 College,45183.0,2017,DERRINALLUM,30.0,0.0,100.0,100.0,956.0,Government,Combined,70.0,-37.939591,143.216741
Derrinallum P12 College,45183.0,2018,DERRINALLUM,28.0,0.0,50.0,100.0,980.0,Government,Combined,59.0,-37.939591,143.216741
Derrinallum P12 College,45183.0,2019,DERRINALLUM,26.0,0.0,40.0,100.0,961.0,Government,Combined,74.0,-37.939591,143.216741
Derrinallum P12 College,45183.0,2020,DERRINALLUM,29.0,0.0,0.0,100.0,974.0,Government,Combined,75.0,-37.939591,143.216741
Derrinallum P12 College,45183.0,2021,DERRINALLUM,32.0,0.0,0.0,100.0,973.0,Government,Combined,83.0,-37.939591,143.216741
Derrinallum P12 College,45183.0,2022,DERRINALLUM,31.0,0.0,50.0,100.0,980.0,Government,Combined,80.0,-37.939591,143.216741
Derrinallum P12 College,,2023,DERRINALLUM,31.0,,20.0,100.0,,,,,,
Diamond Valley College,45521.0,2014,DIAMOND CREEK,28.0,3.0,73.0,99.0,1016.0,Government,Secondary,803.0,-37.672433,145.167704
Diamond Valley College,45521.0,2015,DIAMOND CREEK,28.0,5.3,78.0,98.0,1014.0,Government,Secondary,779.0,-37.672433,145.167704
Diamond Valley College,45521.0,2016,DIAMOND CREEK,28.0,2.7,89.0,99.0,1019.0,Government,Secondary,714.0,-37.672433,145.167704
Diamond Valley College,45521.0,2017,DIAMOND CREEK,27.0,1.6,69.0,95.0,1009.0,Government,Secondary,669.0,-37.672433,145.167704
Diamond Valley College,45521.0,2018,DIAMOND CREEK,27.0,3.2,95.8,99.0,1013.0,Government,Secondary,600.0,-37.672433,145.167704
Diamond Valley College,45521.0,2019,DIAMOND CREEK,28.0,3.7,92.6,96.0,1016.0,Government,Secondary,604.0,-37.672433,145.167704
Diamond Valley College,45521.0,2020,DIAMOND CREEK,25.0,2.0,78.3,98.0,1018.0,Government,Secondary,646.0,-37.672433,145.167704
Diamond Valley College,45521.0,2021,DIAMOND CREEK,27.0,2.8,63.8,98.0,1023.0,Government,Secondary,728.0,-37.672433,145.167704
Diamond Valley College,45521.0,2022,DIAMOND CREEK,25.0,0.0,66.0,77.0,1021.0,Government,Secondary,762.0,-37.672433,145.167704
Diamond Valley College,,2023,DIAMOND CREEK,26.0,1.8,56.3,98.0,,,,,,
Diamond Valley Learn Centre,45521.0,2014,GREENSBOROUGH,,,,,1016.0,Government,Secondary,803.0,-37.672433,145.167704
Diamond Valley Learn Centre,45521.0,2015,GREENSBOROUGH,,,,,1014.0,Government,Secondary,779.0,-37.672433,145.167704
Diamond Valley Learn Centre,45521.0,2016,GREENSBOROUGH,,,,,1019.0,Government,Secondary,714.0,-37.672433,145.167704
Diamond Valley Learn Centre,45521.0,2017,GREENSBOROUGH,,,,,1009.0,Government,Secondary,669.0,-37.672433,145.167704
Diamond Valley Learn Centre,45521.0,2018,GREENSBOROUGH,,,,,1013.0,Government,Secondary,600.0,-37.672433,145.167704
Diamond Valley Learn Centre,45521.0,2019,GREENSBOROUGH,,,,,1016.0,Government,Secondary,604.0,-37.672433,145.167704
Diamond Valley Learn Centre,45521.0,2020,GREENSBOROUGH,,,,,1018.0,Government,Secondary,646.0,-37.672433,145.167704
